City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,villaguay,-31.8653,-59.0269,60.62,70,100,13.29,AR,1712884899
288,cabo san lucas,22.8909,-109.9124,77.31,52,75,6.91,MX,1712884642
289,arno,60.1167,18.6333,43.79,82,1,14.7,SE,1712884899
290,chonchi,-42.6128,-73.8092,46.11,75,0,1.21,CL,1712884899
291,westport,41.1415,-73.3579,61.63,91,100,10.36,US,1712884899
292,lichinga,-13.3128,35.2406,62.89,97,100,8.75,MZ,1712884900
293,shache,38.4167,77.2406,55.8,23,100,8.88,CN,1712884900
294,sulya,12.5667,75.3833,74.8,94,48,1.23,IN,1712884900
295,mount pearl,47.5166,-52.7813,34.14,82,0,16.11,CA,1712884900
296,talakan,50.3167,130.3667,49.44,63,100,12.06,RU,1712884901
297,beyneu,45.3167,55.2,47.77,60,5,13.38,KZ,1712884706
298,ulladulla,-35.35,150.4667,67.77,60,1,5.99,AU,1712884640
299,iskateley,67.6803,53.1512,35.02,100,100,17.0,RU,1712884666
300,dudinka,69.4058,86.1778,-21.32,99,52,8.01,RU,1712884669
301,volchansk,59.9378,60.081,38.5,86,71,10.25,RU,1712884902
302,bhamo,24.2667,97.2333,80.96,32,96,1.34,MM,1712884643
303,el dorado hills,38.6857,-121.0822,79.97,45,0,1.99,US,1712884781
304,yel'nya,54.5786,33.1837,46.63,66,100,9.6,RU,1712884902
305,phalodi,27.1333,72.3667,78.44,36,5,10.47,IN,1712884903
306,sinop,41.7711,34.8709,48.69,93,96,2.71,TR,1712884903
307,aswan,24.0934,32.907,70.21,31,100,9.84,EG,1712884903
308,kalmunai,7.4167,81.8167,80.55,84,100,3.58,LK,1712884903
309,riachao das neves,-11.7461,-44.91,79.29,65,90,2.46,BR,1712884904
310,malynivka,49.8167,36.7333,62.51,76,100,7.76,UA,1712884904
311,san martin,-33.081,-68.4681,50.54,73,46,11.16,AR,1712884717
312,mazatan,14.8667,-92.45,86.07,74,40,6.91,MX,1712884904
313,isla del bosque,22.7333,-105.85,71.13,68,100,3.44,MX,1712884904
314,sola,-13.8833,167.55,83.07,79,56,10.31,VU,1712884905
315,springbok,-29.6643,17.8865,62.29,30,10,18.86,ZA,1712884905
316,shimoda,34.6667,138.95,57.56,84,100,14.29,JP,1712884905
317,colonia,50.9333,6.95,58.82,82,100,1.14,DE,1712884686
318,vanimo,-2.6741,141.3028,83.1,83,76,2.86,PG,1712884906
319,port saint john's,-31.6229,29.5448,59.58,63,4,13.15,ZA,1712884906
320,razdol'noye,45.7708,33.4878,56.86,64,0,4.14,UA,1712884906
321,sao joao da barra,-21.6403,-41.0511,77.59,83,8,4.36,BR,1712884907
322,port-vila,-17.7338,168.3219,87.4,74,75,9.22,VU,1712884907
323,cannonvale,-20.2833,148.7,74.59,76,99,15.14,AU,1712884907
324,gogrial,8.5332,28.1004,82.89,16,100,4.52,SS,1712884907
325,sal rei,16.1833,-22.9167,70.65,82,0,11.88,CV,1712884907
326,senanga,-16.1167,23.2667,67.68,83,28,2.89,ZM,1712884908
327,kuandian,40.7286,124.7847,56.01,60,20,11.27,CN,1712884908
328,flying fish cove,-10.4217,105.6791,82.08,83,100,10.36,CX,1712884854
329,guerrero negro,27.9769,-114.0611,66.54,62,100,13.78,MX,1712884908
330,argo,37.6333,22.7333,63.28,45,71,8.77,GR,1712884696
331,sitka,57.0531,-135.33,46.29,61,20,14.97,US,1712884713
332,vyyezdnoye,55.3815,43.7864,46.18,80,73,6.82,RU,1712884909
333,miguel pereira,-22.4539,-43.4689,69.73,99,58,2.19,BR,1712884910
334,nagqu,31.5,92.0,28.65,49,100,7.74,CN,1712884689
335,silver springs,29.1044,-82.0206,71.94,78,0,4.0,US,1712884910
336,ambato boeny,-16.4667,46.7167,78.39,81,85,0.16,MG,1712884910
337,utrik,11.2278,169.8474,79.83,73,100,19.91,MH,1712884877
338,koksijde,51.1117,2.6852,55.45,94,75,10.36,BE,1712884911
339,la'ie,21.6477,-157.9253,79.99,82,100,11.99,US,1712884911
340,harnosand,62.6323,17.9379,33.82,93,100,7.31,SE,1712884911
341,pamanukan,-6.2842,107.8106,77.74,93,100,4.21,ID,1712884911
342,rapar,23.5667,70.6333,75.97,74,0,3.38,IN,1712884912
343,port lincoln,-34.7333,135.8667,60.35,57,40,6.22,AU,1712884912
344,esil,51.9556,66.4042,33.48,78,97,10.47,KZ,1712884912
345,kailua-kona,19.6406,-155.9956,82.6,85,100,8.05,US,1712884912
346,posto fiscal rolim de moura,-13.0833,-62.2667,75.81,98,100,2.44,BR,1712884683
347,ad dabbah,18.05,30.95,72.66,19,5,11.41,SD,1712884913
348,pontes e lacerda,-15.2261,-59.3353,75.43,95,100,2.28,BR,1712884697
349,happy valley-goose bay,53.3168,-60.3315,46.71,39,75,13.8,CA,1712884913
350,swakopmund,-22.6833,14.5333,58.05,82,72,3.62,NA,1712884913
351,la asuncion,11.0333,-63.8628,78.89,82,0,14.03,VE,1712884913
352,mejit,10.2753,170.8646,80.06,78,100,21.07,MH,1712884664
353,khovd,48.0056,91.6419,41.56,48,100,1.99,MN,1712884914
354,kingsland,30.8,-81.6898,71.55,69,0,11.92,US,1712884914
355,hualien city,23.9769,121.6044,81.5,71,5,5.44,TW,1712884915
356,puerto el triunfo,13.2833,-88.55,84.34,77,38,6.8,SV,1712884915
357,fonte boa,-2.4959,-66.2662,76.53,97,100,2.46,BR,1712884915
358,manokwari,-0.8667,134.0833,83.86,69,99,7.56,ID,1712884684
359,shakiso,5.75,38.9167,59.38,98,100,2.91,ET,1712884915
360,labytnangi,66.6572,66.4183,20.37,95,100,9.91,RU,1712884673
361,key west,24.5557,-81.7826,82.4,85,75,12.66,US,1712884916
362,nieuw amsterdam,5.8833,-55.0833,77.16,88,78,8.32,SR,1712884916
363,yunfu,22.9306,112.0373,79.27,77,53,2.26,CN,1712884916
364,remire-montjoly,4.9167,-52.2667,78.84,94,75,2.3,GF,1712884917
365,taoudenni,22.6783,-3.9836,80.53,11,0,14.36,ML,1712884917
366,betafo,-19.8333,46.85,60.22,93,100,2.91,MG,1712884917
367,jayapura,-2.5333,140.7,88.99,77,95,3.15,ID,1712884671
368,taltal,-25.4,-70.4833,64.6,81,9,3.58,CL,1712884820
369,lethem,3.3803,-59.7968,85.05,58,89,13.11,GY,1712884918
370,gusinoozyorsk,51.2833,106.5,40.89,83,100,3.58,RU,1712884918
371,shantou,23.3681,116.7148,75.06,78,15,2.24,CN,1712884918
372,fauske,67.2588,15.3918,39.24,93,100,6.49,NO,1712884919
373,lycksele,64.5954,18.6735,33.67,75,100,4.61,SE,1712884919
374,awjilah,29.1081,21.2869,65.41,28,0,6.38,LY,1712884653
375,sao vicente,-23.9631,-46.3919,77.27,59,100,1.01,BR,1712884892
376,puerto deseado,-47.7503,-65.8938,51.08,60,0,13.06,AR,1712884920
377,colonia menno,-22.3667,-59.8167,70.43,94,100,10.96,PY,1712884920
378,khanty-mansiysk,61.0042,69.0019,27.1,93,100,17.9,RU,1712884920
379,pitimbu,-7.4706,-34.8086,81.19,80,79,7.67,BR,1712884920
380,joao pinheiro,-17.7425,-46.1725,71.47,84,100,4.97,BR,1712884920
381,mongo,12.1844,18.693,86.16,9,100,7.47,TD,1712884921
382,prado,-17.3411,-39.2208,78.26,84,9,5.59,BR,1712884921
383,nema,57.5067,50.5011,40.78,91,8,8.5,RU,1712884921
384,tabuk,17.4189,121.4443,82.94,66,67,6.08,PH,1712884922
385,borzya,50.3833,116.5167,48.7,58,0,14.12,RU,1712884767
386,karratha,-20.7377,116.8463,83.55,60,3,7.65,AU,1712884680
387,umm kaddadah,13.6017,26.6876,74.62,13,6,13.06,SD,1712884694
388,champerico,14.3,-91.9167,84.79,73,12,6.4,GT,1712884922
389,dakhla,23.6848,-15.958,67.03,79,0,5.97,EH,1712884923
390,verkhnevilyuysk,63.4453,120.3167,4.42,80,18,5.57,RU,1712884923
391,datong,40.0936,113.2914,64.8,31,6,6.91,CN,1712884668
392,saint-leu,-21.15,55.2833,77.86,82,62,4.68,RE,1712884923
393,uitenhage,-33.7576,25.3971,57.42,78,2,6.82,ZA,1712884924
394,pangody,65.85,74.4859,6.12,91,100,26.49,RU,1712884647
395,crane,31.3974,-102.3501,75.0,17,0,12.06,US,1712884924
396,banjarmasin,-3.3244,114.591,83.26,76,100,3.83,ID,1712884924
397,holualoa,19.6228,-155.9522,80.87,80,100,8.05,US,1712884685
398,trairi,-3.2778,-39.2689,77.67,93,100,3.31,BR,1712884799
399,pucon,-39.2822,-71.9543,51.93,71,1,6.64,CL,1712884761
400,pokachi,61.7198,75.3683,10.71,86,100,17.98,RU,1712884925
401,hopelchen,19.7667,-89.85,78.73,37,81,7.47,MX,1712884926
402,verkhniy baskunchak,48.2256,46.7217,61.21,61,6,9.08,RU,1712884926
403,kapit,2.0167,112.9333,83.43,74,39,2.1,MY,1712884926
404,guajara mirim,-10.7828,-65.3394,73.8,98,99,4.23,BR,1712884926
405,khabarovsk,48.4808,135.0928,57.0,51,20,4.47,RU,1712884927
406,tenenkou,14.4572,-4.9169,91.18,23,47,5.64,ML,1712884927
407,parkersburg,39.2667,-81.5615,61.93,93,100,5.01,US,1712884925
408,teluk nibung,3.001,99.8164,80.08,81,99,4.54,ID,1712884927
409,al hufuf,25.3646,49.5653,70.14,43,0,5.75,SA,1712884928
410,bamboo flat,11.7,92.7167,86.09,84,20,2.3,IN,1712884928
411,gadzhiyevo,69.2551,33.3362,30.6,86,100,24.2,RU,1712884928
412,niamtougou,9.7681,1.1053,83.08,56,100,5.46,TG,1712884928
413,toliara,-23.35,43.6667,73.67,80,99,11.21,MG,1712884928
414,dzhangala,49.2167,50.3333,55.13,52,11,10.96,KZ,1712884929
415,faya-largeau,17.9257,19.1043,79.75,11,34,19.35,TD,1712884929
416,baciu,46.8,23.5167,54.43,82,0,5.75,RO,1712884929
417,puerto lempira,15.2667,-83.7667,80.38,78,24,10.47,HN,1712884716
418,mata-utu,-13.2816,-176.1745,85.46,76,35,11.27,WF,1712884911
419,steinkjer,64.193,11.3851,31.14,97,100,1.5,NO,1712884930
420,ghadamis,30.1337,9.5007,56.39,77,100,23.78,LY,1712884930
421,coquimbo,-29.9533,-71.3436,56.93,88,100,3.44,CL,1712884756
422,lusambo,-4.9667,23.45,72.99,92,94,1.61,CD,1712884930
423,katsuura,35.1333,140.3,58.73,88,100,12.64,JP,1712884651
424,san carlos,9.6612,-68.5827,85.41,50,4,4.41,VE,1712884931
425,frenstat pod radhostem,49.5484,18.2108,48.92,93,38,3.44,CZ,1712884931
426,shubarshi,48.5872,57.1869,44.02,71,99,6.44,KZ,1712884931
427,formosa do rio preto,-11.0483,-45.1931,77.56,67,37,1.61,BR,1712884931
428,arkhangel'sk,64.5401,40.5433,41.13,70,40,15.66,RU,1712884658
429,trincomalee,8.5711,81.2335,83.14,76,35,10.65,LK,1712884932
430,weno,7.4515,151.8468,85.95,84,100,10.36,FM,1712884669
431,nadi,-17.8,177.4167,87.8,70,20,11.5,FJ,1712884645
432,sanming,26.2486,117.6186,71.19,94,100,2.06,CN,1712884932
433,udachny,66.4167,112.4,-2.56,89,68,9.13,RU,1712884933
434,leua,48.2156,18.6071,54.5,82,11,3.13,SK,1712884933
435,guiuan,11.0333,125.7247,82.33,75,100,11.1,PH,1712884933
436,nemuro,43.3236,145.575,42.39,92,100,15.64,JP,1712884933
437,vodice,43.7608,15.7828,66.16,62,100,14.36,HR,1712884934
438,syktyvkar,61.6764,50.8099,42.91,56,20,18.01,RU,1712884934
439,kirensk,57.7853,108.1119,27.97,82,100,5.01,RU,1712884934
440,ad darb,17.7229,42.2526,82.58,69,33,7.72,SA,1712884934
441,neiafu,-18.65,-173.9833,83.08,78,40,10.36,TO,1712884934
442,ain taya,36.7933,3.2869,53.44,87,40,3.44,DZ,1712884935
443,kununurra,-15.7667,128.7333,84.18,37,6,10.36,AU,1712884935
444,fomboni,-12.28,43.7425,83.82,78,100,12.15,KM,1712884935
445,traverse city,44.7631,-85.6206,46.83,92,100,6.91,US,1712884935
446,alice springs,-23.7,133.8833,72.21,30,5,10.36,AU,1712884936
447,ontario,34.0633,-117.6509,85.68,39,0,13.8,US,1712884795
448,vila velha,-20.3297,-40.2925,78.94,87,75,4.61,BR,1712884890
449,kumasi,6.6885,-1.6244,75.13,92,100,2.15,GH,1712884936
450,pandan,14.0453,124.1694,82.42,77,49,8.97,PH,1712884684
451,narok,-1.0783,35.8601,58.78,95,57,2.8,KE,1712884937
452,christchurch,-43.5333,172.6333,55.33,89,100,18.41,NZ,1712884726
453,caleta de carquin,-11.0925,-77.6267,72.37,83,89,10.94,PE,1712884644
454,kodinsk,58.6881,99.1844,22.44,91,100,2.04,RU,1712884693
455,changling,44.2653,124.0005,61.92,51,100,26.35,CN,1712884938
456,denkanikota,12.5333,77.8,69.15,95,20,4.5,IN,1712884939
457,natal,-5.795,-35.2094,81.25,89,20,4.61,BR,1712884733
458,villa rica,33.7321,-84.9191,56.89,90,100,8.99,US,1712884939
459,yermentau,51.6214,73.1069,30.61,76,70,9.17,KZ,1712884939
460,uglegorsk,49.0833,142.0333,42.6,86,28,8.05,RU,1712884940
461,kapa'a,22.0752,-159.319,75.52,84,75,9.22,US,1712884940
462,aldinga beach,-35.2793,138.4604,64.26,54,6,5.5,AU,1712884769
463,maksatikha,57.797,35.8825,45.32,76,100,10.02,RU,1712884940
464,juegang,32.3174,121.1855,56.46,99,100,10.2,CN,1712884941
465,mkushi,-13.6202,29.3939,65.17,97,100,9.17,ZM,1712884941
466,point pedro,9.8167,80.2333,82.99,78,100,11.3,LK,1712884941
467,glenfield park,-35.1372,147.334,69.6,65,0,1.01,AU,1712884941
468,mamuju,-2.6748,118.8885,77.72,95,100,4.07,ID,1712884942
469,abilene,32.4487,-99.7331,70.02,40,0,8.05,US,1712884942
470,san antonio de pale,-1.4014,5.6325,82.18,77,100,5.19,GQ,1712884696
471,totness,5.8833,-56.3167,80.38,81,4,11.5,SR,1712884942
472,zouerate,22.7187,-12.4521,82.76,10,0,9.22,MR,1712884943
473,floro,61.5996,5.0328,48.16,81,75,19.57,NO,1712884943
474,amga,60.8953,131.9608,33.17,99,100,6.24,RU,1712884648
475,saint-pierre,-21.3393,55.4781,78.48,69,0,5.75,RE,1712884681
476,la roda,39.2167,-2.15,52.9,52,0,5.23,ES,1712884943
477,tarauaca,-8.1614,-70.7656,72.95,97,82,2.89,BR,1712884944
478,saba,15.4667,-86.25,79.11,86,29,2.39,HN,1712884905
479,karatuzskoye,53.6072,92.8667,35.38,92,100,10.0,RU,1712884944
480,lipnik nad becvou,49.5272,17.5859,53.58,81,60,4.36,CZ,1712884944
481,kulhudhuffushi,6.6221,73.07,85.28,74,100,7.85,MV,1712884708
482,quepos,9.4236,-84.1652,82.71,78,100,2.71,CR,1712884945
483,cova figueira,14.8905,-24.2934,62.78,74,3,6.6,CV,1712884945
484,george town,5.4112,100.3354,85.93,70,20,8.05,MY,1712884867
485,ketchikan,55.3422,-131.6461,45.34,76,75,0.0,US,1712884945
486,saint-louis,16.3333,-15.0,83.08,27,57,14.72,SN,1712884946
487,tres arroyos,-38.3739,-60.2798,48.87,69,100,8.37,AR,1712884946
488,beaugency,47.7802,1.6271,51.08,91,15,2.73,FR,1712884946
489,salalah,17.0151,54.0924,80.69,74,20,2.3,OM,1712884946
490,xilin hot,43.9667,116.0333,57.51,33,100,11.05,CN,1712884947
491,severo-yeniseyskiy,60.3725,93.0408,5.94,92,99,3.09,RU,1712884947
492,alofi,-19.0595,-169.9187,84.09,79,75,6.91,NU,1712884676
493,padang,-0.9492,100.3543,84.25,74,75,2.48,ID,1712884947
494,jalqani,12.4486,34.2186,83.19,11,10,7.83,SD,1712884947
495,robbah,33.2797,6.9098,55.04,52,100,10.04,DZ,1712884948
496,modimolle,-24.7,28.4,55.54,82,3,3.96,ZA,1712884948
497,biltine,14.5333,20.9167,82.02,10,97,11.3,TD,1712884948
498,adrar,20.5022,-10.0711,83.62,12,0,12.33,MR,1712884948
499,cole harbour,44.6724,-63.4751,39.18,83,100,5.99,CA,1712884949
500,mugia,43.1041,-9.2179,56.91,71,49,4.18,ES,1712884688
501,roxas,11.5853,122.7511,83.14,73,100,12.35,PH,1712884949
502,vurnary,55.4904,46.9648,45.39,82,53,6.64,RU,1712884949
503,nykobing falster,54.7691,11.8743,52.09,92,100,5.01,DK,1712884710
504,ghanzi,-21.5667,21.7833,63.7,41,7,8.5,BW,1712884950
505,ribeira brava,32.65,-17.0667,73.13,22,5,6.44,PT,1712884950
506,bodo,67.28,14.405,39.24,62,75,10.36,NO,1712884950
507,vetluzhskiy,58.3902,45.4654,44.04,78,100,8.01,RU,1712884950
508,boyolangu,-8.1181,111.8935,80.2,86,72,2.39,ID,1712884951
509,eydhafushi,5.1033,73.0708,84.15,75,15,5.17,MV,1712884882
510,el porvenir,13.7617,-87.3458,83.53,49,84,1.63,HN,1712884951
511,antofagasta,-23.65,-70.4,65.48,85,75,3.71,CL,1712884836
512,sorsk,54.0033,90.2467,26.38,93,100,2.64,RU,1712884952
513,palmas,-10.2128,-48.3603,78.67,94,20,4.61,BR,1712884952
514,trail,49.0998,-117.7022,53.69,66,100,3.24,CA,1712884839
515,machico,32.7,-16.7667,73.13,55,5,16.11,PT,1712884952
516,songea,-10.6833,35.65,65.17,99,100,1.68,TZ,1712884953
517,prince rupert,54.3161,-130.3201,46.49,63,0,10.36,CA,1712884953
518,llanes,43.4198,-4.7549,61.16,77,100,5.08,ES,1712884656
519,sankt valentin,48.1667,14.5167,46.85,91,1,1.92,AT,1712884953
520,filey,54.21,-0.2892,59.79,86,100,8.99,GB,1712884953
521,arkhara,49.4212,130.0842,55.76,64,100,13.0,RU,1712884954
522,aytos,42.7,27.25,51.22,72,8,4.47,BG,1712884954
523,viedma,-40.8135,-62.9967,54.3,76,99,5.68,AR,1712884830
524,bichura,50.5881,107.6022,44.28,71,100,3.53,RU,1712884954
525,yashkul',46.1711,45.3435,59.74,55,8,4.79,RU,1712884954
526,adre,13.4667,22.2,79.07,11,28,16.82,TD,1712884955
527,khalkhal,37.6189,48.5258,35.53,100,100,6.17,IR,1712884955
528,novodvinsk,64.4165,40.8122,40.78,97,91,13.24,RU,1712884955
529,kuusamo,65.9667,29.1833,32.04,80,0,10.36,FI,1712884928
530,las tablas,7.7667,-80.2833,79.18,99,83,6.17,PA,1712884956
531,fairbanks,64.8378,-147.7164,44.94,48,75,13.8,US,1712884800
532,mercedes,-34.6515,-59.4307,56.86,65,100,10.18,AR,1712884823
533,ongjin,37.9347,125.3619,56.35,80,57,7.43,KP,1712884956
534,sabratah,32.7933,12.4885,62.98,85,100,15.68,LY,1712884957
535,oroqen zizhiqi,50.5667,123.7167,49.39,62,100,3.87,CN,1712884957
536,santa ana,33.7456,-117.8678,86.36,57,20,6.91,US,1712884669
537,villeneuve-les-avignon,43.9684,4.7963,58.51,57,0,13.8,FR,1712884957
538,acapulco de juarez,16.8634,-99.8901,80.42,78,0,6.91,MX,1712884879
539,nueva gerona,21.8833,-82.8,80.44,77,100,8.86,CU,1712884958
540,gospic,44.5461,15.3747,51.49,98,100,6.06,HR,1712884958
541,bam,29.106,58.357,70.39,40,0,8.84,IR,1712884958
542,ilebo,-4.3167,20.5833,72.52,96,100,1.28,CD,1712884959
543,kerrville,30.0474,-99.1403,72.54,30,0,8.52,US,1712884943
544,chagny,46.9095,4.7519,46.45,83,100,2.64,FR,1712884959
545,bel ombre,-4.6167,55.4167,84.04,74,20,8.05,SC,1712884960
546,engenheiro beltrao,-23.7972,-52.2692,79.9,63,100,3.71,BR,1712884758
547,mjolby,58.326,15.1237,47.88,82,89,13.27,SE,1712884960
548,pimentel,-6.8367,-79.9342,77.29,69,0,16.11,PE,1712884713
549,vyshniy volochek,57.5913,34.5645,46.33,74,100,12.68,RU,1712884961
550,stepnogorsk,52.3544,71.8869,31.05,87,22,7.11,KZ,1712884961
551,howard springs,-12.497,131.047,84.11,68,100,6.93,AU,1712884961
552,leninskoye,41.7589,69.3864,56.35,66,100,10.51,KZ,1712884961
553,yatou,37.15,122.3833,62.19,56,92,10.94,CN,1712884962
554,cuamba,-14.8031,36.5372,70.07,86,100,6.51,MZ,1712884962
555,maqat,47.65,53.3167,51.3,63,79,7.36,KZ,1712884823
556,kirovskiy,45.0917,133.5136,59.74,50,1,7.07,RU,1712884962
557,itaituba,-4.2761,-55.9836,76.24,98,100,0.38,BR,1712884962
558,songling,31.1933,120.7176,60.73,98,100,5.73,CN,1712884963
559,road town,18.4167,-64.6167,80.64,74,40,20.71,VG,1712884963
560,xuddur,4.1213,43.8894,77.59,74,89,12.21,SO,1712884963
561,sao miguel,-5.4667,-35.3667,81.37,86,100,8.12,BR,1712884963
562,altai,46.3722,96.2583,36.41,54,38,17.52,MN,1712884964
563,inverloch,-38.6333,145.7167,59.27,72,100,7.02,AU,1712884964
564,kavieng,-2.5744,150.7967,83.64,73,67,6.17,PG,1712884964
565,taroudant,30.4703,-8.877,74.21,20,7,6.08,MA,1712884964
566,dedza,-14.3779,34.3332,59.5,98,100,4.34,MW,1712884965
567,tadine,-21.55,167.8833,77.79,66,100,10.4,NC,1712884965
568,east london,-33.0153,27.9116,60.58,65,87,14.54,ZA,1712884695
569,baoqing,46.3317,132.2111,63.14,49,35,12.21,CN,1712884965
570,chaihe,44.7667,129.7,60.93,51,100,13.15,CN,1712884965
571,alaghsas,17.0187,8.0168,84.33,10,100,7.02,NE,1712884966
572,velikiy ustyug,60.7644,46.3106,45.39,73,98,14.0,RU,1712884966
573,malvan,16.0667,73.4667,78.98,62,31,10.63,IN,1712884966
574,brookings,44.3114,-96.7984,49.17,56,75,18.41,US,1712884966
